name,id,classification,mass,year,latitude,longitude
Kavarpura,47351,"Iron, IIE-an",6800.0,2006.0,25.14333,75.81333000000001
Kayakent,12268,"Iron, IIIAB",85000.0,1961.0,39.263329999999996,31.78
Kediri,12270,L4,3300.0,1940.0,-7.75,112.01666999999999
Kemer,53654,L4,5760.0,2008.0,36.541940000000004,29.41822
Kendleton,12275,L4,6937.0,1939.0,29.45,-96.0
Kendrapara,12276,H4-5,6669.2,2003.0,20.4625,86.70278
Kerilis,12282,H5,5000.0,1874.0,48.4,-3.3
Kernouve,12284,H6,80000.0,1869.0,48.11667,-3.08333
Kesen,12286,H4,135000.0,1850.0,38.98333,141.61667
Khairpur,12288,EL6,13600.0,1873.0,29.53333,72.3
Khanpur,12289,LL5,3698.0,1932.0,25.55,83.11667
Kharkov,12291,L6,1500.0,1787.0,50.625,35.075
Kheragur,12294,L6,450.0,1860.0,26.95,77.88333
Khetri,12296,H6,100.0,1867.0,28.01667,75.81667
Khmelevka,12297,L5,6109.0,1929.0,56.75,75.33333
Khohar,12298,L3.6,9700.0,1910.0,25.1,81.53333
Khor Temiki,12299,Aubrite,3200.0,1932.0,16.0,36.0
Kidairat,12300,H6,100000.0,1983.0,14.0,28.0
Kiel,12301,L6,737.6,1962.0,54.4,10.15
Kiffa,12303,H5,1500.0,1970.0,16.58333,-11.33333
Kijima (1906),12305,Stone-uncl,331.0,1906.0,36.85,138.38333
Kikino,12306,H6,195.0,1809.0,55.0,34.0
Kilabo,12307,LL6,19000.0,2002.0,12.76667,9.8
Kilbourn,12308,H5,772.0,1911.0,43.58333,-89.6
Killeter,12309,H6,140.0,1844.0,54.666669999999996,-7.66667
Kisvarsány,12325,L6,1550.0,1914.0,48.16667,22.308329999999998
Kitchener,12326,L6,202.6,1998.0,43.38333,-80.38333
Klein-Wenden,12332,H6,3250.0,1843.0,51.6,10.8
Knyahinya,12335,L/LL5,500000.0,1866.0,48.9,22.4
Kobe,12336,CK4,136.0,1999.0,34.73333,135.16666999999998
Kokubunji,12342,L6,11510.0,1986.0,34.3,133.95
Komagome,12343,Iron,238.0,1926.0,35.73333,139.75
Košice,53810,H5,4300.0,2010.0,48.76367,21.17633
Krähenberg,12353,LL5,16500.0,1869.0,49.32694,7.46472
Krasnoi-Ugol,12355,L6,2440.0,1829.0,54.03333000000001,40.9
Krasnyi Klyuch,12357,H5,4000.0,1946.0,54.333330000000004,56.083330000000004
Krutikha,12363,OC,845.2,1906.0,56.8,77.0
Krymka,12364,LL3.2,50000.0,1946.0,47.83333,30.76667
Kukschin,12368,L6,2250.0,1938.0,51.15,31.7
Kulak,12369,L5,453.6,1961.0,30.731109999999997,66.80221999999999
Kuleschovka,12370,L6,6000.0,1811.0,50.75,33.5
Kulp,12373,H6,3719.0,1906.0,41.11667,45.0
Kunashak,12377,L6,200000.0,1949.0,55.78333000000001,61.36666999999999
Kunya-Urgench,12379,H5,1100000.0,1998.0,42.25,59.2
Kushiike,12381,OC,4460.0,1920.0,37.05,138.38333
Kuttippuram,12384,L6,45000.0,1914.0,10.83333,76.03333
Kuznetzovo,12385,L6,4047.0,1932.0,55.2,75.33333
Kyushu,12390,L6,45000.0,1886.0,32.03333,130.63333
La Bécasse,12392,L6,2800.0,1879.0,47.08333,1.75
La Charca,12394,OC,399.0,1878.0,20.66667,-101.28333
La Colina,12395,H5,2000.0,1924.0,-37.33333,-61.53333000000001
La Criolla,12396,L6,45000.0,1985.0,-31.23333,-58.166669999999996
Laborel,12408,H5,3833.0,1871.0,44.28333,5.58333
Lahrauli,12433,Ureilite,900.0,1955.0,26.78333,82.71667
L'Aigle,12434,L6,37000.0,1803.0,48.76667,0.6333300000000001
Lakangaon,12435,Eucrite-mmict,212.5,1910.0,21.866670000000003,76.03333
Lalitpur,12451,L6,372.0,1887.0,24.45,78.56667
Lancé,12455,CO3.5,51700.0,1872.0,47.7,1.06667
Lancon,12456,H6,7000.0,1897.0,43.75,5.11667
Långhalsen,12461,L6,2300.0,1947.0,58.85,16.73333
Lanxi,12464,L6,1282.0,1986.0,46.24167,126.19611
Lanzenkirchen,12465,L4,7000.0,1925.0,47.75,16.23333
Laochenzhen,12466,H5,14250.0,1987.0,33.13333,115.16667
Launton,12740,L6,1060.0,1830.0,51.9,-1.11667
Lavrentievka,12743,L6,800.0,1938.0,52.45,51.56667
Le Pressoir,12748,H5,3000.0,1845.0,47.16667,0.43333
Le Teilleul,12749,Howardite,780.0,1845.0,48.53333,-0.86667
Leedey,12755,L6,51500.0,1943.0,35.88333,-99.33333
Leeuwfontein,12756,L6,460.0,1912.0,-25.66667,28.366670000000003
Leighlinbridge,12759,L6,271.4,1999.0,52.666669999999996,-6.96667
Leighton,12760,H5,877.0,1907.0,34.58333,-87.5
Leonovka,12765,L6,700.0,1900.0,52.26667,32.85
Les Ormes,12769,L6,125.0,1857.0,48.35,3.25
Lesves,12772,L6,2000.0,1896.0,50.36667,4.7333300000000005
Lichtenberg,14646,H6,4000.0,1973.0,-26.15,26.183329999999998
Lillaverke,14650,H5,6862.0,1930.0,56.65,15.866670000000001
Limerick,14652,H5,50000.0,1813.0,52.566669999999995,-8.78333
Linum,14655,L6,1862.0,1854.0,52.75,12.9
Lishui,14659,L5,498.0,1978.0,31.633329999999997,118.98333000000001
Lissa,14661,L6,12800.0,1808.0,50.2,14.85
Little Piney,14664,L5,491.0,1839.0,37.91667,-92.08333
Lixna,14670,H4,5213.0,1820.0,56.0,26.433329999999998
Lodran,14675,Lodranite,1000.0,1868.0,29.53333,71.8
Lohawat,14678,Howardite,40000.0,1994.0,26.965559999999996,72.62666999999999
Lorton,52843,L6,329.7,2010.0,38.70066,-77.21163
Lost City,14711,H5,17000.0,1970.0,36.00833,-95.15
Louisville,14716,L6,1300.0,1977.0,38.25,-85.75
Łowicz,14718,Mesosiderite-A3,59000.0,1935.0,52.0,19.91667
Lua,14721,L5,9241.0,1926.0,24.95,75.15
Lucé,14724,L6,3500.0,1768.0,47.85,0.48333000000000004
Lumpkin,14753,L6,340.0,1869.0,32.03333,-84.76666999999999
Lunan,14754,H6,2520.0,1980.0,24.8,103.3
Lundsgård,14755,L6,11000.0,1889.0,56.21666999999999,13.03333
Luotolax,14756,Howardite,885.0,1813.0,61.2,27.7
Luponnas,14757,H3-5,14000.0,1753.0,46.21667,5.0
Mabwe-Khoywa,14764,L5,540.0,1937.0,19.0,97.0
Macau,15370,H5,1500.0,1836.0,-5.2,-36.66667
Machinga,15371,L6,93200.0,1981.0,-15.21222,35.24222
Macibini,15372,Eucrite-pmict,1995.0,1936.0,-28.83333,31.95
Madhipura,15379,L,1000.0,1950.0,25.91667,86.36667
Madiun,15380,L6,400.0,1935.0,-7.75,111.53333
Madrid,15382,L6,400.0,1896.0,40.41667,-3.7166699999999997
Mafra,15383,L3-4,600.0,1941.0,-26.16667,-49.93333
Magnesia,15386,"Iron, IAB-sHL",5000.0,1899.0,37.86667,27.51667
Magombedze,15387,H3-5,666.6,1990.0,-19.48333,31.65
Mahadevpur,47361,H4/5,70500.0,2007.0,27.66667,95.78333
Maigatari-Danduma,30751,H5/6,4629.0,2004.0,12.83333,9.38333
Malaga,15393,OC,150.0,1933.0,32.21667,-104.0
Malakal,15394,L5,2000.0,1970.0,9.5,31.75
Malampaka,15395,H,470.0,1930.0,-3.13333,33.51667
Malvern,15400,Eucrite-pmict,807.0,1933.0,-29.45,26.76667
Mamra Springs,15401,L6,1000.0,1927.0,45.21667,62.083330000000004
Manbhoom,15402,LL6,1700.0,1863.0,23.05,86.7
Mangwendi,15405,LL6,22300.0,1934.0,-17.65,31.6
Manych,15409,LL3.4,3555.0,1951.0,45.81667,44.63333
Mardan,15414,H5,4500.0,1948.0,34.23333,72.08333
Mariaville,15419,Iron,340.0,1898.0,42.71667,-99.38333
Maridi,15421,H6,3200.0,1941.0,4.66667,29.25
Marilia,15422,H4,2500.0,1971.0,-22.25,-49.93333
Marion (Iowa),15424,L6,28400.0,1847.0,41.9,-91.6
Marjalahti,15426,"Pallasite, PMG",45000.0,1902.0,61.5,30.5
Marmande,15429,L5,3000.0,1848.0,44.5,0.15
Maromandia,15430,L6,6000.0,2002.0,-14.2,48.1
Maryville,15436,L6,1443.0,1983.0,35.8,-84.1
Mascombes,15438,L6,1000.0,1836.0,45.36667,1.86667
Mässing,15443,Howardite,1600.0,1803.0,48.13333,12.61667
Mauerkirchen,15446,L6,19000.0,1768.0,48.18333,13.133329999999999
Mauritius,15447,L6,220.0,1801.0,-20.0,57.0
Mayo Belwa,15451,Aubrite,4850.0,1974.0,8.96667,12.08333
Mazapil,15453,"Iron, IAB-sLL",4000.0,1885.0,24.683329999999998,-101.68333
Maziba,15454,L6,4975.0,1942.0,-1.2166700000000001,30.0
Mbale,15455,L5/6,150000.0,1992.0,1.06667,34.16667
Meester-Cornelis,15470,H5,24750.0,1915.0,-6.2333300000000005,106.88333
Menow,15485,H4,10500.0,1862.0,53.183330000000005,13.15
Mern,15489,L6,4000.0,1878.0,55.05,12.06667
Merua,15492,H5,71400.0,1920.0,25.48333,81.98333000000001
Messina,15495,L5,2405.0,1955.0,38.18333,15.566670000000002
Meuselbach,16626,L6,870.0,1897.0,50.58333,11.1
Mezel,16627,L6,1300.0,1949.0,45.76667,3.25
Mezö-Madaras,16628,L3.7,22700.0,1852.0,46.5,25.73333
Mhow,16629,L6,350.0,1827.0,25.9,83.61667
Mianchi,16631,H5,1100.0,1980.0,34.8,111.7
Middlesbrough,16632,L6,1600.0,1881.0,54.566669999999995,-1.16667
Mifflin,52090,L5,3584.0,2010.0,42.9075,-90.36556
Mighei,16634,CM2,8000.0,1889.0,48.06667,30.96667
Mihonoseki,16635,L6,6380.0,1992.0,35.568329999999996,133.22
Mike,16636,L6,224.2,1944.0,46.23333,17.53333
Milena,16640,L6,10000.0,1842.0,46.18333,16.1
Millbillillie,16643,Eucrite-mmict,330000.0,1960.0,-26.45,120.36667
Miller (Arkansas),16645,H5,16700.0,1930.0,35.4,-92.05
Minamino,16692,L,1040.0,1632.0,35.07833,136.93333
Min-Fan-Zhun,16697,LL6,5500.0,1952.0,32.33333,120.66667
Minnichhof,16700,OC,550.0,1905.0,47.7,16.6
Mirzapur,16701,L5,8510.0,1910.0,25.683329999999998,83.25
Misshof,16703,H5,5800.0,1890.0,56.666669999999996,23.0
Mjelleim,16707,H,100.7,1898.0,61.73333,5.933330000000001
Mocs,16709,L5-6,300000.0,1882.0,46.8,24.03333
Modoc (1905),16711,L6,35000.0,1905.0,38.5,-101.1
Mokoia,16713,CV3,4500.0,1908.0,-39.63333,174.4
Molina,16715,H5,144000.0,1858.0,38.11667,-1.16667
Molteno,16717,Howardite,150.0,1953.0,-31.25,26.46667
Monahans (1998),16719,H5,2587.0,1998.0,31.60833,-102.85833000000001
Monroe,16720,H4,8600.0,1849.0,35.25,-80.5
Monte das Fortes,16725,L5,4885.0,1950.0,38.01667,-8.25
Monte Milone,16726,L5,3130.0,1846.0,43.26667,13.35
Montferré,16727,H5,149000.0,1923.0,43.39056,1.9625
Montlivault,16729,L6,500.0,1838.0,47.63333,1.58333
Moore County,16736,Eucrite-cm,1880.0,1913.0,35.41667,-79.38333
Mooresfort,16737,H5,3520.0,1810.0,52.45,-8.33333
Moorleah,16738,L6,8887.5,1930.0,-40.975,145.6
Morávka,16742,H5,633.0,2000.0,49.6,18.53333
Mornans,16747,H5,1300.0,1875.0,44.6,5.13333
Moss,36592,CO3.6,3763.0,2006.0,59.433330000000005,10.7
Moti-ka-nagla,16759,H6,1500.0,1868.0,26.83333,77.33333
Motta di Conti,16762,H4,9150.0,1868.0,45.2,8.5
Mount Browne,16766,H6,11300.0,1902.0,-29.8,141.7
Mount Tazerzait,16804,L5,110000.0,1991.0,18.7,4.8
Mount Vaisi,16805,Stone-uncl,17000.0,1637.0,44.08333,6.86667
Mtola,16820,Stone-uncl,1100.0,1944.0,-11.5,33.5
Muddoor,16841,L5,4400.0,1865.0,12.63333,77.01666999999999
Muraid,16874,L6,4703.0,1924.0,24.5,90.21667
Murchison,16875,CM2,100000.0,1969.0,-36.61667,145.2
Murray,16882,CM2,12600.0,1950.0,36.6,-88.1
Muzaffarpur,16885,"Iron, IAB-sHL",1245.0,1964.0,26.133329999999997,85.53333
Nadiabondi,16889,H5,8165.0,1956.0,12.0,1.0
Nagai,16890,L6,1810.0,1922.0,38.12167,140.06167
Nagy-Borové,16893,L5,6100.0,1895.0,49.16667,19.5
Nakhla,16898,Martian (nakhlite),10000.0,1911.0,31.316670000000002,30.35
Nakhon Pathom,16899,L6,23200.0,1923.0,13.733329999999999,100.08333
Nammianthal,16902,H5,4500.0,1886.0,12.28333,79.2
Nan Yang Pao,16903,L6,52900.0,1917.0,35.66667,103.5
Nanjemoy,16904,H6,7500.0,1825.0,38.41667,-77.16667
Nantong,16907,H6,529.0,1984.0,32.11667,121.8
Naoki,16908,H6,17000.0,1928.0,19.25,77.0
Naragh,16909,H6,2700.0,1974.0,33.75,51.5
Narellan,16912,L6,367.5,1928.0,-34.05,150.68889
Nassirah,16922,H4,347.0,1936.0,-21.73333,165.9
Nawapali,16927,CM2,105.0,1890.0,21.25,83.66667
Neagari,16934,L6,420.0,1995.0,36.44917,136.46528
Nedagolla,16935,"Iron, ungrouped",4500.0,1870.0,18.683329999999998,83.48333000000001
Nejo,16941,L6,2450.0,1970.0,9.5,35.33333
Nerft,16945,L6,10250.0,1864.0,56.5,21.5
Neuschwanstein,16950,EL6,6189.0,2002.0,47.525,10.80833
New Concord,16953,L6,230000.0,1860.0,40.0,-81.76666999999999
New Halfa,16954,L4,12000.0,1994.0,15.366670000000001,35.68333
New Orleans,16960,H5,19256.0,2003.0,29.94718,-90.10976
Ngawi,16966,LL3.6,1393.0,1883.0,-7.45,111.41667
N'Goureyma,16968,"Iron, ungrouped",37500.0,1900.0,13.85,-4.38333
Nikolaevka,16976,H4,3996.0,1935.0,52.45,78.63333
Nikolskoe,16977,L4,6000.0,1954.0,56.11666999999999,37.33333
Ningbo,16980,"Iron, IVA",14250.0,1975.0,29.866670000000003,121.48333000000001
Ningqiang,16981,C3-ung,4610.0,1983.0,32.925,105.90666999999999
Nio,16982,H3-4,467.0,1897.0,34.2,131.56667
N'Kandhla,16983,"Iron, IID",17200.0,1912.0,-28.566670000000002,30.7
Nobleborough,16984,Eucrite-pmict,2300.0,1823.0,44.08333,-69.48333000000001
Noblesville,16985,H4-6,483.7,1991.0,40.08528,-86.055
Nogata,16988,L6,472.0,860.0,33.725,130.75
Nogoya,16989,CM2,4000.0,1879.0,-32.36667,-59.833330000000004
Norfork,16994,"Iron, IIIAB",1050.0,1918.0,36.21667,-92.26666999999999
Norton County,17922,Aubrite,1100000.0,1948.0,39.68333,-99.86667
Noventa Vicentina,17930,H4,177.0,1971.0,45.29167,11.52722
Novo-Urei,17933,Ureilite,1900.0,1886.0,54.816669999999995,46.0
Novy-Projekt,17935,OC,1001.0,1908.0,56.0,22.0
Noyan-Bogdo,17936,L6,250.0,1933.0,42.91667,102.46667
Nuevo Mercurio,17938,H5,50000.0,1978.0,24.3,-102.13333
Nulles,17959,H6,5000.0,1851.0,41.63333,0.75
Numakai,17960,H4,363.0,1925.0,43.33333,141.86667
Nyaung,17969,"Iron, IIIAB",737.6,1939.0,21.20833,94.91667
Nyirábrany,17970,LL5,1100.0,1914.0,47.55,22.025
Ochansk,17979,H4,500000.0,1887.0,57.78333000000001,55.26667
Oesede,17988,H5,1400.0,1927.0,52.28333,8.05
Oesel,17989,L6,6000.0,1855.0,58.5,23.0
Ofehértó,17990,L6,3750.0,1900.0,47.88333,22.03333
Ogi,17994,H6,14360.0,1741.0,33.28333,130.2
Ohaba,17995,H5,16250.0,1857.0,46.06667,23.58333
Ohuma,17996,L5,7700.0,1963.0,6.75,8.5
Ojuelos Altos,17997,L6,5850.0,1926.0,38.18333,-5.4
Okabe,17998,H5,194.0,1958.0,36.18333,139.21667
Okano,18000,"Iron, IIAB",4742.0,1904.0,35.08333,135.2
Okniny,18002,LL6,12000.0,1834.0,50.83333,25.5
Oldenburg (1930),18009,L6,16570.0,1930.0,52.95,8.16667
Olivenza,18013,LL5,150000.0,1924.0,38.71667,-7.066669999999999
Olmedilla de Alarcón,18015,H5,40000.0,1929.0,39.56667,-2.1
Omolon,18019,"Pallasite, PMG",250000.0,1981.0,64.02,161.80833
Orgueil,18026,CI1,14000.0,1864.0,43.88333,1.38333
Orlando,34489,Eucrite,180.0,2004.0,28.5475,-81.36222
Ornans,18030,CO3.4,6000.0,1868.0,47.11667,6.15
Ortenau,18033,Stone-uncl,4500.0,1671.0,48.5,8.0
Orvinio,18034,H6,3400.0,1872.0,42.13333,12.93333
Oterøy,18042,L6,246.0,1928.0,58.88333000000001,9.4
Otomi,18045,H,6510.0,1867.0,38.4,140.35
Ottawa,18046,LL6,840.0,1896.0,38.6,-95.21667
Ouadangou,56729,L5,4440.0,2003.0,12.9,0.08
Oued el Hadjar,18050,LL6,1215.5,1986.0,30.18,-6.57717
Oum Dreyga,31282,H3-5,17000.0,2003.0,24.3,-13.1
Ourique,18052,H4,20000.0,1998.0,37.60833,-8.28
Ovambo,18055,L6,121.5,1900.0,-18.0,16.0
Oviedo,18058,H5,205.0,1856.0,43.4,-5.86667
Pacula,18068,L6,3400.0,1881.0,21.05,-99.3
Padvarninkai,18069,Eucrite-mmict,3858.0,1929.0,55.666669999999996,25.0
Paitan,18072,H6,515.0,1910.0,17.74333,120.45583
Palca de Aparzo,18074,L5,1430.0,1988.0,-23.116670000000003,-65.1
Palinshih,18077,Iron,18000.0,1914.0,43.48333,118.61667
Palmyra,18079,L3,135.0,1926.0,39.8,-91.5
Palolo Valley,18082,H5,682.0,1949.0,21.3,-157.78333
Pampanga,18093,L5,10500.0,1859.0,15.083329999999998,120.7
Pantar,18098,H5,2130.0,1938.0,8.06667,124.28333
Paragould,18101,LL5,408000.0,1930.0,36.06667,-90.5
Parambu,18102,LL5,2000.0,1967.0,-6.2333300000000005,-40.7
Paranaiba,18103,L6,100000.0,1956.0,-19.133329999999997,-51.66667
Park Forest,18106,L5,18000.0,2003.0,41.48472,-87.67917
Parnallee,18108,LL3.6,77600.0,1857.0,9.23333,78.35
Parsa,18109,EH3,800.0,1942.0,26.2,85.4
Pasamonte,18110,Eucrite-pmict,5100.0,1933.0,36.21667,-103.4
Patora,18112,H6,4375.0,1969.0,20.93694,82.05
Patrimonio,18116,L6,2121.0,1950.0,-19.53333,-48.56667
Patwar,18171,Mesosiderite-A1,37350.0,1935.0,23.15,91.18333
Pavel,18173,H5,2968.0,1966.0,43.46667,25.51667
Pavlodar (stone),18175,H5,142.5,1938.0,52.3,77.03333
Pavlograd,18176,L6,40000.0,1826.0,48.53333,35.98333
Pavlovka,18177,Howardite,2000.0,1882.0,52.03333,43.0
Peace River,18180,L6,45760.0,1963.0,56.13333000000001,-117.93333
Peckelsheim,18181,Diogenite-pm,117.8,1953.0,51.66667,9.25
Peekskill,18782,H6,12570.0,1992.0,41.28333,-73.91667
Peña Blanca Spring,18786,Aubrite,70000.0,1946.0,30.125,-103.11667
Peramiho,18792,Eucrite-mmict,165.0,1899.0,-10.66667,35.5
Perpeti,18793,L6,23474.0,1935.0,23.325,91.0
Pervomaisky,18798,L6,66000.0,1933.0,56.63333000000001,39.43333
Pesyanoe,18799,Aubrite,3393.0,1933.0,55.5,66.08333
Pétèlkolé,18800,H5,189.0,1995.0,14.052,0.42
Petersburg,18801,Eucrite-pmict,1800.0,1855.0,35.3,-86.63333
Phillips County (stone),18808,L6,57900.0,1901.0,40.0,-99.25
Phu Hong,18809,H4,500.0,1887.0,11.25,108.58333
Phum Sambo,18811,H4,7800.0,1933.0,12.0,105.48333000000001
Phuoc-Binh,18812,L5,11000.0,1941.0,15.71667,108.1
Pillistfer,18822,EL6,23250.0,1863.0,58.666669999999996,25.73333
Piplia Kalan,18831,Eucrite-mmict,42000.0,1996.0,26.03472,73.94167
Pirgunje,18834,L6,842.0,1882.0,25.8,88.45
Pirthalla,18835,H6,1161.0,1884.0,29.58333,76.0
Pitts,18837,"Iron, IAB-ung",3760.0,1921.0,31.95,-83.51666999999999
Plantersville,18846,H6,2085.0,1930.0,30.7,-96.11667
Pleşcoi,51706,L5-6,6913.0,2008.0,45.275,26.70972
Pohlitz,18853,L5,3000.0,1819.0,50.93333,12.13333
Pokhra,18858,H5,350.0,1866.0,26.71667,82.66667
Pollen,18860,CM2,253.6,1942.0,66.34833,14.015
Pontlyfni,18865,Winonaite,157.0,1931.0,53.036390000000004,-4.31944
Portales Valley,18874,H6,71400.0,1998.0,34.175,-103.295
Portugal,18876,Stone-uncl,4500.0,1796.0,38.5,-8.0
Po-wang Chen,18879,LL,665.0,1933.0,31.41667,118.5
Prambachkirchen,18883,L6,2125.0,1932.0,48.3025,13.940829999999998
Pribram,18887,H5,5555.0,1959.0,49.66667,14.03333
Pricetown,18888,L6,900.0,1893.0,39.11667,-83.85
Puerto Lápice,45984,Eucrite-br,500.0,2007.0,39.35,-3.5166699999999995
Pulsora,18899,H5,560.0,1863.0,23.366670000000003,75.18333
Pultusk,18901,H5,250000.0,1868.0,52.76667,21.26667
Punganaru,18902,Stone-uncl,100.0,1811.0,13.333329999999998,78.95
Putinga,18905,L6,300000.0,1937.0,-29.03333,-53.05
Qidong,18907,L/LL5,1275.0,1982.0,32.08333,121.5
Qingzhen,18908,EH3,2600.0,1976.0,26.53333,106.46667
Queen's Mercy,22357,H6,7000.0,1925.0,-30.116670000000003,28.7
Quenggouk,22358,H4,6045.0,1857.0,17.76667,95.18333
Quesa,22360,"Iron, IAB-ung",10750.0,1898.0,39.0,-0.66667
Quija,22361,H,17450.0,1990.0,44.61667,126.13333
Raco,22368,H5,5000.0,1957.0,-26.66667,-65.45
Raghunathpura,22371,"Iron, IIAB",10200.0,1986.0,27.725279999999998,76.465
Rahimyar Khan,31302,L5,67225.0,1983.0,28.225,70.2
Rakovka,22376,L6,9000.0,1878.0,52.98333,37.03333
Ramnagar,22384,L6,3766.0,1940.0,26.45,82.9
Rampurhat,22385,LL,100.0,1916.0,24.16667,87.76666999999999
Ramsdorf,22386,L6,4682.0,1958.0,51.88333,6.933330000000001
Ranchapur,22387,H4,290.4,1917.0,23.98333,87.08333
Rancho de la Presa,22390,H5,300.0,1899.0,19.866670000000003,-100.81667
Rangala,22392,L6,3224.5,1937.0,25.383329999999997,72.01666999999999
Raoyang,22394,L6,4910.0,1919.0,38.2,115.7
Rasgrad,22396,Stone-uncl,24700.0,1740.0,43.5,26.53333
Ratyn,22398,Stone-uncl,910.0,1880.0,52.2,17.98333
Reliegos,22584,L5,17300.0,1947.0,42.475,-5.33333
Rembang,22585,"Iron, IVA",10000.0,1919.0,-6.7333300000000005,111.36667
Renazzo,22586,CR2,1000.0,1824.0,44.76667,11.28333
Renca,22587,L5,300.0,1925.0,-32.75,-65.28333
Renqiu,22589,L6,355.0,1916.0,38.66667,116.13333
Repeev Khutor,22590,"Iron, IIF",7000.0,1933.0,48.6,45.66667
Rewari,22593,L6,3332.0,1929.0,28.2,76.66667
Rich Mountain,22597,L6,668.0,1903.0,35.03333,-83.03333
Richardton,22599,H5,90000.0,1918.0,46.88333,-102.31667
Richland Springs,22602,OC,1900.0,1980.0,31.25,-99.03333
Richmond,22603,LL5,1800.0,1828.0,37.46667,-77.5
Rio Negro,22611,L4,1310.0,1934.0,-26.1,-49.8
Rivolta de Bassi,22614,Stone-uncl,103.3,1490.0,45.48333,9.51667
Rochester,22637,H6,340.0,1876.0,41.08333,-86.28333
Rockhampton,22640,Stone-uncl,1641.0,1895.0,-23.383329999999997,150.51667
Roda,22641,Diogenite,400.0,1871.0,42.3,0.55
Rodach,22642,Stone-uncl,2900.0,1775.0,50.35,10.8
Rose City,22766,H5,10600.0,1921.0,44.51667,-83.95
Rowton,22773,"Iron, IIIAB",3500.0,1876.0,52.76667,-2.51667
Ruhobobo,22780,L6,465.5,1976.0,-1.45,29.83333
Rupota,22783,L4-6,6000.0,1949.0,-10.26667,38.76667
Ryechki,22791,L5,13000.0,1914.0,51.13333,34.5
Sabetmahet,22792,H5,1250.0,1855.0,27.433329999999998,82.08333
Sabrum,22793,LL6,478.0,1999.0,23.08333,91.66667
Saint-Sauveur,23101,EH5,14000.0,1914.0,43.73333,1.38333
Saint-Séverin,23102,LL6,271000.0,1966.0,45.3,0.23333
Sakauchi,23103,Iron,4180.0,1913.0,35.66667,136.3
Salles,23111,L5,9000.0,1798.0,46.05,4.63333
Samelia,23115,"Iron, IIIAB",2462.0,1921.0,25.66667,74.86667
San Michele,31315,L6,237.0,2002.0,43.66667,13.0
San Pedro de Quiles,23130,L6,282.0,1956.0,-31.01667,-71.4
San Pedro Jacuaro,34063,LL6,460.0,1968.0,19.76667,-100.65
Santa Barbara,23161,L4,400.0,1873.0,-29.2,-51.86667
Santa Isabel,23165,L6,5500.0,1924.0,-33.9,-61.7
Santa Lucia (2008),50909,L6,4000.0,2008.0,-31.535556,-68.48944399999999
São Jose do Rio Preto,23171,H4,927.0,1962.0,-20.81,-49.380559999999996
Saratov,23176,L4,200000.0,1918.0,52.55,46.55
Sasagase,23187,H,695.0,1688.0,34.71667,137.78333
Sauguis,23188,L6,4000.0,1868.0,43.15,-0.85
Savtschenskoje,23190,LL4,2500.0,1894.0,47.21667,29.866670000000003
Sayama,23192,CM2,430.0,1986.0,35.86667,139.4
Sazovice,23455,L5,412.0,1934.0,49.23333,17.566670000000002
Schellin,23457,L,7000.0,1715.0,53.35,15.05
Schenectady,23458,H5,283.3,1968.0,42.86083,-73.95028
Schönenberg,23460,L6,8000.0,1846.0,48.11667,10.46667
Searsmont,23472,H5,5400.0,1871.0,44.36667,-69.2
Sediköy,23473,L6,240.0,1917.0,38.3,27.133329999999997
Segowlie,23476,LL6,6930.0,1853.0,26.75,84.78333
Selakopi,23481,H5,1590.0,1939.0,-7.2333300000000005,107.33333
Seldebourak,23483,H5,150.0,1947.0,22.83333,4.9833300000000005
Semarkona,23487,LL3.00,691.0,1940.0,22.25,79.0
Sena,23495,H4,4000.0,1773.0,41.71667,-0.05
Senboku,23496,H6,866.0,1993.0,39.43833,140.51167
Seoni,23500,H6,20000.0,1966.0,21.683889999999998,79.50083000000001
Seres,23501,H4,8500.0,1818.0,41.05,23.566670000000002
Serra de Magé,23502,Eucrite-cm,1800.0,1923.0,-8.38333,-36.76667
Sete Lagoas,23504,H4,350.0,1908.0,-19.46667,-44.21667
Sevilla,23508,LL4,180.0,1862.0,37.41667,-6.0
Sevrukovo,23509,L5,101000.0,1874.0,50.61667,36.6
Sfax,23512,L6,7000.0,1989.0,34.75,10.71667
Shalka,23521,Diogenite,4000.0,1850.0,23.1,87.3
Sharps,23525,H3.4,1265.0,1921.0,37.83333,-76.7
Shelburne,23529,L5,18600.0,1904.0,44.05,-80.16667
Shergotty,23530,Martian (shergottite),5000.0,1865.0,24.55,84.83333
Sheyang,23531,L6,605.0,1976.0,33.65,120.06667
Shikarpur,23534,L6,3679.7,1921.0,25.85,87.5775
Shuangyang,23582,H5,3900.0,1971.0,43.5,125.66667
Shupiyan,23583,H6,5000.0,1912.0,33.71667,74.83333
Shytal,23584,L6,3200.0,1863.0,24.33333,90.16667
Siena,23586,LL5,3700.0,1794.0,43.11667,11.6
Sikhote-Alin,23593,"Iron, IIAB",23000000.0,1947.0,46.16,134.65333
Silao,23594,H5,1710.0,1995.0,20.933329999999998,-101.38333
Simmern,23603,H5,1222.0,1920.0,49.98333,7.53333
Sinai,23606,L6,1455.0,1916.0,30.9,32.48333
Sindhri,23611,H5,8400.0,1901.0,26.21667,69.55
Sinnai,23613,H6,2000.0,1956.0,39.3,9.2
Sioux County,23614,Eucrite-mmict,4100.0,1933.0,42.58333,-103.66667
